Word,Pronunciation,Part of Speech,Meaning,Usage in Sentence,Synonym,Antonym,Etymology
buxom,BUK-sum,adjective,full-bosomed; plump; jolly,High-fashion models usually are slender rather than buxom.,"plump, voluptuous, full-figured","slender, thin, lean","Old English 'buhsum' (obedient, flexible)"
cabal,kah-BAL,noun,small group of persons secretly united to promote their own interests,The cabal was defeated when its scheme was discovered.,"clique, faction, conspiracy","open group, democracy, public",Hebrew 'qabbalah' (received tradition)
cache,KASH,noun,hiding place,The detectives followed the suspect until he led them to the cache where he had stored his loot.,"hiding place, stockpile, hoard","display, exhibition, open storage",French 'cacher' (to hide)
cacophonous,kah-KOF-uh-nus,adjective,discordant; inharmonious,Do the students in the orchestra enjoy the cacophonous sounds they make when they're tuning up?,"discordant, jarring, harsh","harmonious, melodious, musical","Greek 'kakophonos', from 'kakos' (bad) + 'phone' (sound)"
cadaver,kah-DAV-er,noun,corpse,"In some states, it is illegal to dissect cadavers.","corpse, body, remains",living person,"Latin 'cadaver' (fallen body), from 'cadere' (to fall)"
cadaverous,kah-DAV-er-us,adjective,like a corpse; pale,"From his cadaverous appearance, we could see how the disease had ravaged him.","gaunt, pale, ghastly","healthy, robust, ruddy","Latin 'cadaverosus', from 'cadaver' (corpse)"
cadence,KAY-dens,noun,rhythmic rise and fall of words or sounds; beat,"Marching down the road, the troops sang out, following the cadence set by the sergeant.","rhythm, beat, tempo","arrhythmia, disorder, irregularity","Latin 'cadentia', from 'cadere' (to fall)"
cajole,kah-JOLE,verb,coax; wheedle,Cher tried to cajole her father into letting her drive the family car.,"coax, wheedle, persuade","force, demand, coerce","French 'cajoler' (to cajole, chatter like a jay)"
calamity,kah-LAM-ih-tee,noun,disaster; misery,"As news of the calamity spread, offers of relief poured in to the stricken community.","disaster, catastrophe, tragedy","blessing, benefit, fortune","Latin 'calamitas' (damage, disaster)"
calculated,KAL-kyoo-lay-ted,adjective,deliberately planned; likely,Lexy's choice of clothes for the debate tournament was carefully calculated.,"deliberate, planned, intentional","spontaneous, impulsive, accidental","Latin 'calculare' (to reckon), from 'calculus' (pebble)"
caldron,KAL-drun,noun,large kettle,"Why, Mr. Crusoe,' said the savage heating the giant caldron, 'we'd love to have you for dinner!'","kettle, cauldron, pot","cup, vessel, bowl","Latin 'caldarium' (hot bath), from 'calidus' (warm)"
caliber,KAL-ih-ber,noun,ability; quality,A man of your caliber shouldn't have to do such menial tasks.,"quality, ability, merit","mediocrity, inferiority, incompetence","Arabic 'qalib' (mold, form)"
calligraphy,kah-LIG-rah-fee,noun,beautiful writing; excellent penmanship,"As we examine ancient manuscripts, we become impressed with the calligraphy of the scribes.","penmanship, lettering, script","scrawl, scribble, illegibility","Greek 'kalligraphia', from 'kallos' (beauty) + 'graphein' (to write)"
callous,KAL-us,adjective,hardened; unfeeling,He had worked in the hospital for so many years that he was callous to the suffering in the wards.,"heartless, unfeeling, insensitive","compassionate, sensitive, caring","Latin 'callosus' (hard-skinned), from 'callum' (hard skin)"
callow,KAL-oh,adjective,youthful; immature; inexperienced,"As a freshman, Jack was sure he was a man of the world; as a sophomore, he made fun of freshmen as callow youths.","immature, naive, inexperienced","mature, experienced, sophisticated","Old English 'calu' (bald, unfledged)"
calorific,kal-oh-RIF-ik,adjective,heat-producing,Coal is much more calorific than green wood.,"heat-producing, warming, thermal","cooling, refrigerating, frigid","Latin 'calorificus', from 'calor' (heat) + 'facere' (to make)"
calumny,KAL-um-nee,noun,malicious misrepresentation; slander,"He could endure his financial failure, but he could not bear the calumny that his foes heaped upon him.","slander, defamation, libel","praise, commendation, tribute",Latin 'calumnia' (false accusation)
camaraderie,kah-mah-RAH-deh-ree,noun,good-fellowship,What he loved best about his job was the sense of camaraderie he and his co-workers shared.,"fellowship, friendship, solidarity","animosity, hostility, alienation","French 'camarade' (comrade), from Spanish 'camarada'"
cameo,KAM-ee-oh,noun,shell or jewel carved in relief; star's special appearance in a minor role,Don't bother buying cameos from the street peddlers in Rome: the carvings they sell are clumsy jobs.,"medallion, carving, relief","starring role, lead, feature","Italian 'cammeo', origin uncertain"
camouflage,KAM-oh-flahzh,verb,disguise; conceal,"In order to rescue Han Solo, Princess Leia camouflaged herself in the helmet and cloak of a space bandit.","disguise, conceal, mask","reveal, expose, uncover","French 'camoufler' (to disguise), from Italian 'camuffare'"
canard,kah-NARD,noun,unfounded rumor; exaggerated report,It is almost impossible to protect oneself from such a base canard.,"rumor, fabrication, hoax","fact, truth, reality","French 'canard' (duck; hoax), from 'caner' (to quack)"
candor,KAN-der,noun,frankness; open honesty,"Jack can carry candor too far: when he told Jill his honest opinion of her, she nearly slapped his face.","frankness, openness, honesty","deception, dishonesty, duplicity","Latin 'candor' (whiteness, purity), from 'candere' (to shine)"
canine,KAY-nyn,adjective,related to dogs; doglike,Some days the canine population of Berkeley seems almost to outnumber the human population.,"doglike, wolfish","feline, human","Latin 'caninus', from 'canis' (dog)"
canker,KANG-ker,noun,any ulcerous sore; any evil,Poverty is a canker in the body politic; it must be cured.,"ulcer, sore, blight","cure, remedy, health","Latin 'cancer' (crab, tumor)"
canny,KAN-ee,adjective,shrewd; thrifty,The canny Scotsman was more than a match for the swindlers.,"shrewd, astute, clever","naive, gullible, foolish","Scottish, from 'can' (to know how)"
canon,KAN-un,noun,collection or authoritative list of books; rule or standard set by authority,Scholars hotly debated whether the newly discovered sonnet should be accepted as part of the Shakespearean canon.,"standard, rule, doctrine","heresy, deviation, exception","Greek 'kanon' (rule, measuring rod)"
cant,KANT,noun,insincere expressions of piety; jargon of thieves,The worshippers dismissed his talk about the sacredness of marriage as mere cant.,"hypocrisy, jargon, insincerity","sincerity, honesty, frankness","Latin 'cantare' (to sing, chant)"
cantankerous,kan-TANG-ker-us,adjective,ill-humored; irritable,"Constantly complaining about his treatment, he was a cantankerous patient.","irritable, quarrelsome, grumpy","amiable, pleasant, good-natured",Possibly from Middle English 'contekour' (troublemaker)
cantata,kan-TAH-tah,noun,story set to music to be sung by a chorus,The choral society sang the new cantata composed by its leader.,"oratorio, choral work, composition","solo, aria, monologue","Italian 'cantata', from 'cantare' (to sing)"
canter,KAN-ter,noun,slow gallop,"Because the racehorse had outdistanced its competition so easily, the reporter wrote that the race was won in a canter.","gallop, trot, lope","crawl, walk, amble",From 'Canterbury gallop' (pace of pilgrims to Canterbury)
canto,KAN-toh,noun,division of a long poem,Dante's poetic masterpiece The Divine Comedy is divided into cantos.,"section, division, verse","whole, entirety, poem","Italian 'canto', from Latin 'cantus' (song)"
canvass,KAN-vas,verb,"determine or seek opinions, votes, etc.","After canvassing the sentiments of his constituents, the congressman was confident he represented the majority.","poll, survey, solicit","ignore, neglect, overlook",From 'canvas' (toss in a canvas sheet)
capacious,kah-PAY-shus,adjective,spacious,"In the capacious areas of the railroad terminal, thousands of travelers lingered while waiting for their train.","spacious, roomy, vast","cramped, confined, narrow","Latin 'capax' (able to hold), from 'capere' (to take)"
capacity,kah-PAS-ih-tee,noun,mental or physical ability; role; ability to accommodate,Mike had the capacity to handle several jobs at once.,"ability, capability, volume","inability, incapacity, limitation","Latin 'capacitas', from 'capax' (able to hold)"
capillary,KAP-ih-lair-ee,adjective,having a very fine bore,The changes in surface tension of liquids in capillary vessels is of special interest to physicists.,"fine, slender, hairlike","wide, broad, large","Latin 'capillaris', from 'capillus' (hair)"
capitulate,kah-PICH-oo-layt,verb,surrender,The enemy was warned to capitulate or face annihilation.,"surrender, yield, submit","resist, fight, persevere",Medieval Latin 'capitulare' (to draw up chapters of conditions)
caprice,kah-PREES,noun,whim,"She was an unpredictable creature, acting on caprice, never taking thought of the consequences.","whim, impulse, fancy","plan, deliberation, intention","French 'caprice', from Italian 'capriccio' (whim)"
capricious,kah-PRISH-us,adjective,unpredictable; fickle,The storm was capricious: it changed course constantly.,"fickle, erratic, impulsive","consistent, reliable, steadfast","Italian 'capriccioso', from 'capriccio' (whim)"
caption,KAP-shun,noun,title; chapter heading; text under illustration,The captions that accompany The Far Side cartoons are almost as funny as the pictures.,"title, heading, label","body text, content","Latin 'captio' (a taking), from 'capere' (to take)"
captious,KAP-shus,adjective,faultfinding,"His criticisms were always captious and frivolous, never offering constructive suggestions.","faultfinding, critical, carping","complimentary, appreciative, lenient","Latin 'captiosus' (fallacious), from 'capere' (to take)"
carafe,kah-RAF,noun,glass water bottle; decanter,"With each dinner, the patron receives a carafe of red or white wine.","decanter, pitcher, flagon","glass, cup, mug","French 'carafe', from Arabic 'gharraf' (drinking vessel)"
carapace,KAIR-ah-pace,noun,"shell covering the back of a turtle, crab, etc.",Richard perched on top of the giant turtle's hard carapace as it slowly made its way around the enclosure.,"shell, armor, covering","soft tissue, interior, underbelly","Spanish 'carapacho', origin uncertain"
carat,KAIR-at,noun,unit of weight for precious stones; measure of fineness of gold,He gave her a diamond that weighed three carats and was mounted in an eighteen-carat gold band.,"measure, unit, weight","impurity, base metal","Arabic 'qirat' (weight of four grains), from Greek 'keration'"
carcinogenic,kar-sin-oh-JEN-ik,adjective,causing cancer,Many supposedly harmless substances have been revealed to be carcinogenic.,"cancer-causing, toxic, harmful","beneficial, safe, healthful","Greek 'karkinos' (crab, cancer) + 'genein' (to produce)"
cardinal,KAR-dih-nul,adjective,chief,The cardinal rule of vocabulary-building is to read.,"chief, principal, primary","minor, secondary, unimportant","Latin 'cardinalis' (principal), from 'cardo' (hinge)"
cardiologist,kar-dee-OL-oh-jist,noun,doctor specializing in ailments of the heart,She referred him to a cardiologist for further tests.,"heart specialist, physician",general practitioner,Greek 'kardia' (heart) + 'logos' (study)
careen,kah-REEN,verb,lurch; sway from side to side,The taxicab careened wildly as it rounded the corner.,"lurch, sway, veer","stabilize, steady, balance",French 'cariner' (to turn a ship on its side)
caricature,KAIR-ih-kah-choor,noun,distortion; burlesque,The caricatures he drew always emphasized personal weaknesses of the people he burlesqued.,"parody, cartoon, distortion","realistic portrait, likeness","Italian 'caricatura', from 'caricare' (to load, exaggerate)"
carillon,KAIR-ih-lon,noun,a set of bells capable of being played,The carillon in the bell tower provided musical entertainment every hour.,"bells, chimes, peal",silence,"French 'carillon', from Latin 'quaternion' (set of four)"
carnage,KAR-nij,noun,destruction of life,The film vividly depicts the carnage wreaked by Pol Pot's followers in Cambodia.,"slaughter, massacre, bloodshed","peace, safety, preservation","French 'carnage', from Latin 'caro' (flesh)"
carnal,KAR-nul,adjective,fleshly,Is the public more interested in carnal pleasures than in spiritual matters?,"fleshly, sensual, physical","spiritual, moral, chaste","Latin 'carnalis', from 'caro' (flesh)"
